Batch 0 - Dataset Indices: [2, 2], Sample Indices: [2173, 730]
Batch 72065 - Dataset Indices: [1, 1], Sample Indices: [17302, 12861]
Batch 72066 - Dataset Indices: [2, 2], Sample Indices: [2883, 6933]
Batch 72067 - Dataset Indices: [0, 0], Sample Indices: [67082, 26448]
Batch 72068 - Dataset Indices: [0, 0], Sample Indices: [8281, 28592]
Batch 72069 - Dataset Indices: [1, 1], Sample Indices: [9885, 12587]
Batch 72070 - Dataset Indices: [0, 0], Sample Indices: [4927, 34423]
Batch 72071 - Dataset Indices: [1, 1], Sample Indices: [14700, 456]
Batch 72072 - Dataset Indices: [0, 0], Sample Indices: [59540, 29782]
Batch 72073 - Dataset Indices: [1, 1], Sample Indices: [3259, 5181]
Batch 72074 - Dataset Indices: [1, 1], Sample Indices: [290, 11952]
Batch 72075 - Dataset Indices: [2, 2], Sample Indices: [6202, 8361]
Batch 72076 - Dataset Indices: [0, 0], Sample Indices: [9969, 34387]
Batch 72077 - Dataset Indices: [2, 2], Sample Indices: [4720, 6915]
Batch 72078 - Dataset Indices: [1, 1], Sample Indices: [15353, 5309]
Batch 72079 - Dataset Indices: [2, 2], Sample Indices: [8116, 3369]
Batch 72080 - Dataset Indices: [0, 0], Sample Indices: [72418, 57137]
Batch 72081 - Dataset Indices: [1, 1], Sample Indices: [19012, 18936]
Batch 72082 - Dataset Indices: [1, 1], Sample Indices: [15677, 2838]
Batch 72083 - Dataset Indices: [0, 0], Sample Indices: [54793, 25503]
Batch 72084 - Dataset Indices: [0, 0], Sample Indices: [65145, 67936]
Batch 72085 - Dataset Indices: [0, 0], Sample Indices: [32383, 34582]
Batch 72086 - Dataset Indices: [2, 2], Sample Indices: [2801, 3194]
Batch 72087 - Dataset Indices: [0, 0], Sample Indices: [23182, 20177]
Batch 72088 - Dataset Indices: [0, 0], Sample Indices: [41755, 24403]
Batch 72089 - Dataset Indices: [2, 2], Sample Indices: [4626, 6023]
Batch 72090 - Dataset Indices: [2, 2], Sample Indices: [6865, 7623]
Batch 72091 - Dataset Indices: [0, 0], Sample Indices: [39851, 65769]
Batch 72092 - Dataset Indices: [1, 1], Sample Indices: [15041, 5729]
Batch 72093 - Dataset Indices: [1, 1], Sample Indices: [14282, 18469]
Batch 72094 - Dataset Indices: [0, 0], Sample Indices: [8387, 19012]
Batch 72095 - Dataset Indices: [1, 1], Sample Indices: [16018, 3102]
Batch 72096 - Dataset Indices: [2, 2], Sample Indices: [8327, 2777]
Batch 72097 - Dataset Indices: [2, 2], Sample Indices: [3622, 7304]
Batch 72098 - Dataset Indices: [2, 2], Sample Indices: [4787, 1471]
Batch 72099 - Dataset Indices: [1, 1], Sample Indices: [20159, 78]
Batch 72100 - Dataset Indices: [2, 2], Sample Indices: [8280, 4559]
Batch 72101 - Dataset Indices: [2, 2], Sample Indices: [8725, 859]
Batch 72102 - Dataset Indices: [0, 0], Sample Indices: [36755, 55405]
Batch 72103 - Dataset Indices: [2, 2], Sample Indices: [5823, 8442]
Batch 72104 - Dataset Indices: [1, 1], Sample Indices: [9819, 18730]
Batch 72105 - Dataset Indices: [2, 2], Sample Indices: [4164, 1101]
Batch 72106 - Dataset Indices: [1, 1], Sample Indices: [15367, 10912]
Batch 72107 - Dataset Indices: [2, 2], Sample Indices: [8773, 7499]
Batch 72108 - Dataset Indices: [2, 2], Sample Indices: [7510, 6626]
Batch 72109 - Dataset Indices: [0, 0], Sample Indices: [72049, 20517]
Batch 72110 - Dataset Indices: [2, 2], Sample Indices: [6828, 3193]
Batch 72111 - Dataset Indices: [0, 0], Sample Indices: [51203, 9438]
Batch 72112 - Dataset Indices: [2, 2], Sample Indices: [6270, 6618]
Batch 72113 - Dataset Indices: [2, 2], Sample Indices: [7550, 8797]
Batch 72114 - Dataset Indices: [0, 0], Sample Indices: [3483, 54139]
Batch 72115 - Dataset Indices: [1, 1], Sample Indices: [10769, 19234]
Batch 72116 - Dataset Indices: [1, 1], Sample Indices: [13522, 15443]
Batch 72117 - Dataset Indices: [2, 2], Sample Indices: [4676, 8324]
Batch 72118 - Dataset Indices: [1, 1], Sample Indices: [13032, 4198]
Batch 72119 - Dataset Indices: [0, 0], Sample Indices: [30153, 69400]
Batch 72120 - Dataset Indices: [1, 1], Sample Indices: [12421, 4197]
Batch 72121 - Dataset Indices: [1, 1], Sample Indices: [3464, 3576]
Batch 72122 - Dataset Indices: [2, 2], Sample Indices: [3341, 2031]
Batch 72123 - Dataset Indices: [2, 2], Sample Indices: [5879, 2749]
Batch 72124 - Dataset Indices: [0, 0], Sample Indices: [41381, 29834]
Batch 72125 - Dataset Indices: [1, 1], Sample Indices: [18530, 197]
Batch 72126 - Dataset Indices: [2, 2], Sample Indices: [7873, 870]
Batch 72127 - Dataset Indices: [2, 2], Sample Indices: [8512, 4466]
Batch 72128 - Dataset Indices: [0, 0], Sample Indices: [35126, 9036]
Batch 72129 - Dataset Indices: [0, 0], Sample Indices: [42408, 22597]
Batch 72130 - Dataset Indices: [2, 2], Sample Indices: [5890, 5464]
Batch 72131 - Dataset Indices: [2, 2], Sample Indices: [7121, 4418]
Batch 72132 - Dataset Indices: [2, 2], Sample Indices: [841, 7366]
Batch 72133 - Dataset Indices: [0, 0], Sample Indices: [18699, 56103]
Batch 72134 - Dataset Indices: [2, 2], Sample Indices: [4821, 942]
Batch 72135 - Dataset Indices: [1, 1], Sample Indices: [14243, 11084]
Batch 72136 - Dataset Indices: [1, 1], Sample Indices: [20127, 10957]
Batch 72137 - Dataset Indices: [2, 2], Sample Indices: [4667, 5828]
Batch 72138 - Dataset Indices: [2, 2], Sample Indices: [7129, 6269]
Batch 72139 - Dataset Indices: [1, 1], Sample Indices: [11850, 1071]
Batch 72140 - Dataset Indices: [1, 1], Sample Indices: [17557, 19256]
Batch 72141 - Dataset Indices: [2, 2], Sample Indices: [4651, 4040]
Batch 72142 - Dataset Indices: [2, 2], Sample Indices: [8657, 2323]
Batch 72143 - Dataset Indices: [2, 2], Sample Indices: [3397, 3563]
Batch 72144 - Dataset Indices: [1, 1], Sample Indices: [7920, 6194]
Batch 72145 - Dataset Indices: [0, 0], Sample Indices: [43227, 29556]
Batch 72146 - Dataset Indices: [0, 0], Sample Indices: [520, 58876]
Batch 72147 - Dataset Indices: [2, 2], Sample Indices: [2772, 8895]
Batch 72148 - Dataset Indices: [1, 1], Sample Indices: [20126, 6014]
Batch 72149 - Dataset Indices: [2, 2], Sample Indices: [4436, 3936]
Batch 72150 - Dataset Indices: [1, 1], Sample Indices: [1120, 4900]
Batch 72151 - Dataset Indices: [2, 2], Sample Indices: [6310, 2599]
Batch 72152 - Dataset Indices: [2, 2], Sample Indices: [8593, 7461]
Batch 72153 - Dataset Indices: [0, 0], Sample Indices: [50152, 10691]
Batch 72154 - Dataset Indices: [1, 1], Sample Indices: [13681, 20268]
Batch 72155 - Dataset Indices: [2, 2], Sample Indices: [7371, 120]
Batch 72156 - Dataset Indices: [0, 0], Sample Indices: [54573, 42302]
Batch 72157 - Dataset Indices: [0, 0], Sample Indices: [44011, 19435]
Batch 72158 - Dataset Indices: [1, 1], Sample Indices: [8914, 18187]
Batch 72159 - Dataset Indices: [0, 0], Sample Indices: [62240, 60085]
Batch 72160 - Dataset Indices: [1, 1], Sample Indices: [4709, 8343]
Batch 72161 - Dataset Indices: [2, 2], Sample Indices: [8302, 2]
Batch 72162 - Dataset Indices: [0, 0], Sample Indices: [1823, 42296]
Batch 72163 - Dataset Indices: [2, 2], Sample Indices: [8415, 4031]
Batch 72164 - Dataset Indices: [2, 2], Sample Indices: [5310, 6356]
Batch 72165 - Dataset Indices: [0, 0], Sample Indices: [55, 52240]
Batch 72166 - Dataset Indices: [2, 2], Sample Indices: [2745, 3018]
Batch 72167 - Dataset Indices: [0, 0], Sample Indices: [14786, 49090]
Batch 72168 - Dataset Indices: [2, 2], Sample Indices: [8328, 8179]
Batch 72169 - Dataset Indices: [0, 0], Sample Indices: [71124, 59710]
Batch 72170 - Dataset Indices: [0, 0], Sample Indices: [1793, 36147]
Batch 72171 - Dataset Indices: [0, 0], Sample Indices: [36453, 45110]
Batch 72172 - Dataset Indices: [0, 0], Sample Indices: [1125, 7936]
Batch 72173 - Dataset Indices: [2, 2], Sample Indices: [7934, 6323]
Batch 72174 - Dataset Indices: [1, 1], Sample Indices: [16194, 16699]
Batch 72175 - Dataset Indices: [2, 2], Sample Indices: [7062, 3296]
Batch 72176 - Dataset Indices: [1, 1], Sample Indices: [9600, 18758]
Batch 72177 - Dataset Indices: [0, 0], Sample Indices: [28382, 72619]
Batch 72178 - Dataset Indices: [1, 1], Sample Indices: [15146, 14110]
Batch 72179 - Dataset Indices: [0, 0], Sample Indices: [52056, 2629]
Batch 72180 - Dataset Indices: [0, 0], Sample Indices: [67830, 46905]
Batch 72181 - Dataset Indices: [1, 1], Sample Indices: [1955, 3045]
Batch 72182 - Dataset Indices: [2, 2], Sample Indices: [8225, 4000]
Batch 72183 - Dataset Indices: [2, 2], Sample Indices: [4456, 363]
Batch 72184 - Dataset Indices: [1, 1], Sample Indices: [13819, 14726]
Batch 72185 - Dataset Indices: [1, 1], Sample Indices: [19276, 6205]
Batch 72186 - Dataset Indices: [2, 2], Sample Indices: [5281, 6140]
Batch 72187 - Dataset Indices: [0, 0], Sample Indices: [50565, 59677]
Batch 72188 - Dataset Indices: [0, 0], Sample Indices: [33745, 66479]
Batch 72189 - Dataset Indices: [2, 2], Sample Indices: [390, 8583]
Batch 72190 - Dataset Indices: [1, 1], Sample Indices: [4401, 612]
Batch 72191 - Dataset Indices: [0, 0], Sample Indices: [10920, 37844]
Batch 72192 - Dataset Indices: [2, 2], Sample Indices: [4504, 2244]
Batch 72193 - Dataset Indices: [0, 0], Sample Indices: [49567, 58569]
Batch 72194 - Dataset Indices: [0, 0], Sample Indices: [6995, 26522]
Batch 72195 - Dataset Indices: [2, 2], Sample Indices: [8600, 685]
Batch 72196 - Dataset Indices: [0, 0], Sample Indices: [28818, 20112]
Batch 72197 - Dataset Indices: [0, 0], Sample Indices: [73385, 13807]
Batch 72198 - Dataset Indices: [2, 2], Sample Indices: [5916, 7488]
Batch 72199 - Dataset Indices: [0, 0], Sample Indices: [13088, 64286]
Batch 72200 - Dataset Indices: [1, 1], Sample Indices: [19895, 16709]
Batch 72201 - Dataset Indices: [1, 1], Sample Indices: [17426, 13409]
Batch 72202 - Dataset Indices: [1, 1], Sample Indices: [1601, 5728]
Batch 72203 - Dataset Indices: [0, 0], Sample Indices: [55567, 4875]
Batch 72204 - Dataset Indices: [0, 0], Sample Indices: [44239, 19170]
Batch 72205 - Dataset Indices: [0, 0], Sample Indices: [40888, 25085]
Batch 72206 - Dataset Indices: [2, 2], Sample Indices: [5233, 2459]
Batch 72207 - Dataset Indices: [0, 0], Sample Indices: [10436, 67558]
Batch 72208 - Dataset Indices: [2, 2], Sample Indices: [331, 1560]
Batch 72209 - Dataset Indices: [0, 0], Sample Indices: [20545, 40214]
Batch 72210 - Dataset Indices: [2, 2], Sample Indices: [7719, 2437]
Batch 72211 - Dataset Indices: [1, 1], Sample Indices: [6232, 10744]
Batch 72212 - Dataset Indices: [2, 2], Sample Indices: [6392, 5544]
Batch 72213 - Dataset Indices: [2, 2], Sample Indices: [7552, 3731]
Batch 72214 - Dataset Indices: [1, 1], Sample Indices: [4160, 3514]
Batch 72215 - Dataset Indices: [2, 2], Sample Indices: [2895, 6538]
Batch 72216 - Dataset Indices: [1, 1], Sample Indices: [18122, 819]
Batch 72217 - Dataset Indices: [1, 1], Sample Indices: [17171, 8816]
Batch 72218 - Dataset Indices: [1, 1], Sample Indices: [12038, 16698]
Batch 72219 - Dataset Indices: [0, 0], Sample Indices: [38045, 55392]
Batch 72220 - Dataset Indices: [0, 0], Sample Indices: [22118, 21343]
Batch 72221 - Dataset Indices: [0, 0], Sample Indices: [59206, 67859]
Batch 72222 - Dataset Indices: [2, 2], Sample Indices: [5121, 5765]
Batch 72223 - Dataset Indices: [0, 0], Sample Indices: [30211, 1506]
Batch 72224 - Dataset Indices: [2, 2], Sample Indices: [1049, 2503]
Batch 72225 - Dataset Indices: [1, 1], Sample Indices: [4141, 12360]
Batch 72226 - Dataset Indices: [2, 2], Sample Indices: [6035, 7845]
Batch 72227 - Dataset Indices: [0, 0], Sample Indices: [16083, 7326]
Batch 72228 - Dataset Indices: [0, 0], Sample Indices: [62131, 6073]
Batch 72229 - Dataset Indices: [2, 2], Sample Indices: [374, 3549]
Batch 72230 - Dataset Indices: [2, 2], Sample Indices: [397, 1351]
Batch 72231 - Dataset Indices: [2, 2], Sample Indices: [6043, 4788]
Batch 72232 - Dataset Indices: [1, 1], Sample Indices: [16403, 13948]
Batch 72233 - Dataset Indices: [0, 0], Sample Indices: [16204, 2422]
Batch 72234 - Dataset Indices: [1, 1], Sample Indices: [11267, 10840]
Batch 72235 - Dataset Indices: [2, 2], Sample Indices: [1210, 5643]
Batch 72236 - Dataset Indices: [2, 2], Sample Indices: [8386, 5918]
Batch 72237 - Dataset Indices: [1, 1], Sample Indices: [19686, 13311]
Batch 72238 - Dataset Indices: [1, 1], Sample Indices: [12530, 2505]
Batch 72239 - Dataset Indices: [2, 2], Sample Indices: [79, 1198]
Batch 72240 - Dataset Indices: [0, 0], Sample Indices: [32386, 59264]
Batch 72241 - Dataset Indices: [1, 1], Sample Indices: [9578, 15058]
Batch 72242 - Dataset Indices: [1, 1], Sample Indices: [4785, 2222]
Batch 72243 - Dataset Indices: [1, 1], Sample Indices: [17657, 6331]
Batch 72244 - Dataset Indices: [2, 2], Sample Indices: [4338, 3108]
Batch 72245 - Dataset Indices: [0, 0], Sample Indices: [10468, 71416]
Batch 72246 - Dataset Indices: [2, 2], Sample Indices: [5989, 7566]
Batch 72247 - Dataset Indices: [1, 1], Sample Indices: [3653, 20029]
Batch 72248 - Dataset Indices: [2, 2], Sample Indices: [8653, 1031]
Batch 72249 - Dataset Indices: [0, 0], Sample Indices: [22896, 66157]
Batch 72250 - Dataset Indices: [0, 0], Sample Indices: [50613, 34347]
Batch 72251 - Dataset Indices: [2, 2], Sample Indices: [5820, 2078]
Batch 72252 - Dataset Indices: [0, 0], Sample Indices: [24252, 63851]
Batch 72253 - Dataset Indices: [2, 2], Sample Indices: [467, 8360]
Batch 72254 - Dataset Indices: [0, 0], Sample Indices: [22808, 19775]
Batch 72255 - Dataset Indices: [2, 2], Sample Indices: [2625, 6189]
Batch 72256 - Dataset Indices: [1, 1], Sample Indices: [2156, 1375]
Batch 72257 - Dataset Indices: [0, 0], Sample Indices: [52740, 10527]
Batch 72258 - Dataset Indices: [0, 0], Sample Indices: [25134, 50721]
Batch 72259 - Dataset Indices: [0, 0], Sample Indices: [7399, 46348]
Batch 72260 - Dataset Indices: [1, 1], Sample Indices: [9535, 6775]
Batch 72261 - Dataset Indices: [0, 0], Sample Indices: [38687, 18341]
Batch 72262 - Dataset Indices: [2, 2], Sample Indices: [8820, 571]
Batch 72263 - Dataset Indices: [0, 0], Sample Indices: [28560, 52949]
Batch 72264 - Dataset Indices: [1, 1], Sample Indices: [5440, 9365]
Batch 72265 - Dataset Indices: [1, 1], Sample Indices: [10232, 19478]
Batch 72266 - Dataset Indices: [1, 1], Sample Indices: [4530, 16227]
Batch 72267 - Dataset Indices: [0, 0], Sample Indices: [64560, 55880]
Batch 72268 - Dataset Indices: [0, 0], Sample Indices: [16746, 47827]
Batch 72269 - Dataset Indices: [1, 1], Sample Indices: [4535, 18047]
Batch 72270 - Dataset Indices: [2, 2], Sample Indices: [5817, 8315]
Batch 72271 - Dataset Indices: [1, 1], Sample Indices: [16560, 2741]
Batch 72272 - Dataset Indices: [0, 0], Sample Indices: [31901, 4894]
Batch 72273 - Dataset Indices: [0, 0], Sample Indices: [67231, 36512]
Batch 72274 - Dataset Indices: [2, 2], Sample Indices: [3961, 3262]
Batch 72275 - Dataset Indices: [1, 1], Sample Indices: [15370, 4655]
Batch 72276 - Dataset Indices: [2, 2], Sample Indices: [4496, 6569]
Batch 72277 - Dataset Indices: [0, 0], Sample Indices: [24317, 1479]
Batch 72278 - Dataset Indices: [2, 2], Sample Indices: [4934, 3965]
Batch 72279 - Dataset Indices: [2, 2], Sample Indices: [6159, 2412]
Batch 72280 - Dataset Indices: [1, 1], Sample Indices: [689, 6234]
Batch 72281 - Dataset Indices: [1, 1], Sample Indices: [19755, 18764]
Batch 72282 - Dataset Indices: [0, 0], Sample Indices: [28774, 25776]
Batch 72283 - Dataset Indices: [1, 1], Sample Indices: [10255, 16204]
Batch 72284 - Dataset Indices: [0, 0], Sample Indices: [67132, 10075]
Batch 72285 - Dataset Indices: [2, 2], Sample Indices: [7371, 3578]
Batch 72286 - Dataset Indices: [2, 2], Sample Indices: [3248, 2826]
Batch 72287 - Dataset Indices: [0, 0], Sample Indices: [51857, 53795]
Batch 72288 - Dataset Indices: [0, 0], Sample Indices: [44614, 29188]
Batch 72289 - Dataset Indices: [0, 0], Sample Indices: [68547, 22902]
Batch 72290 - Dataset Indices: [1, 1], Sample Indices: [19289, 258]
Batch 72291 - Dataset Indices: [1, 1], Sample Indices: [8262, 12698]
Batch 72292 - Dataset Indices: [1, 1], Sample Indices: [16926, 5517]
Batch 72293 - Dataset Indices: [1, 1], Sample Indices: [17127, 17756]
Batch 72294 - Dataset Indices: [1, 1], Sample Indices: [8119, 13472]
Batch 72295 - Dataset Indices: [1, 1], Sample Indices: [12089, 10804]
Batch 72296 - Dataset Indices: [1, 1], Sample Indices: [17431, 13645]
Batch 72297 - Dataset Indices: [0, 0], Sample Indices: [53617, 21867]
Batch 72298 - Dataset Indices: [0, 0], Sample Indices: [34738, 11171]
Batch 72299 - Dataset Indices: [0, 0], Sample Indices: [11972, 1854]
Batch 72300 - Dataset Indices: [0, 0], Sample Indices: [19522, 52067]
Batch 72301 - Dataset Indices: [2, 2], Sample Indices: [5707, 5348]
Batch 72302 - Dataset Indices: [0, 0], Sample Indices: [36730, 45332]
Batch 72303 - Dataset Indices: [2, 2], Sample Indices: [4962, 4581]
Batch 72304 - Dataset Indices: [1, 1], Sample Indices: [9551, 8937]
Batch 72305 - Dataset Indices: [2, 2], Sample Indices: [2282, 5688]
Batch 72306 - Dataset Indices: [2, 2], Sample Indices: [4164, 6111]
Batch 72307 - Dataset Indices: [2, 2], Sample Indices: [7991, 5647]
Batch 72308 - Dataset Indices: [2, 2], Sample Indices: [3880, 661]
Batch 72309 - Dataset Indices: [2, 2], Sample Indices: [2180, 6523]
Batch 72310 - Dataset Indices: [0, 0], Sample Indices: [29552, 44304]
Batch 72311 - Dataset Indices: [1, 1], Sample Indices: [18063, 1909]
Batch 72312 - Dataset Indices: [2, 2], Sample Indices: [7523, 478]
Batch 72313 - Dataset Indices: [0, 0], Sample Indices: [30069, 21603]
Batch 72314 - Dataset Indices: [1, 1], Sample Indices: [15673, 3376]
Batch 72315 - Dataset Indices: [1, 1], Sample Indices: [18836, 1474]
Batch 72316 - Dataset Indices: [0, 0], Sample Indices: [69839, 65004]
Batch 72317 - Dataset Indices: [0, 0], Sample Indices: [53334, 4525]
Batch 72318 - Dataset Indices: [1, 1], Sample Indices: [2690, 12875]
Batch 72319 - Dataset Indices: [0, 0], Sample Indices: [22855, 24852]
Batch 72320 - Dataset Indices: [0, 0], Sample Indices: [68931, 31944]
Batch 72321 - Dataset Indices: [2, 2], Sample Indices: [6707, 8893]
Batch 72322 - Dataset Indices: [0, 0], Sample Indices: [48021, 655]
Batch 72323 - Dataset Indices: [2, 2], Sample Indices: [1097, 6282]
Batch 72324 - Dataset Indices: [2, 2], Sample Indices: [3015, 515]
Batch 72325 - Dataset Indices: [0, 0], Sample Indices: [25998, 14914]
Batch 72326 - Dataset Indices: [1, 1], Sample Indices: [4896, 2345]
Batch 72327 - Dataset Indices: [2, 2], Sample Indices: [2850, 3473]
Batch 72328 - Dataset Indices: [0, 0], Sample Indices: [15207, 68527]
Batch 72329 - Dataset Indices: [0, 0], Sample Indices: [68250, 27785]
Batch 72330 - Dataset Indices: [0, 0], Sample Indices: [8595, 63222]
Batch 72331 - Dataset Indices: [1, 1], Sample Indices: [12199, 2165]
Batch 72332 - Dataset Indices: [1, 1], Sample Indices: [18900, 14525]
Batch 72333 - Dataset Indices: [0, 0], Sample Indices: [51033, 62019]
Batch 72334 - Dataset Indices: [0, 0], Sample Indices: [58600, 37293]
Batch 72335 - Dataset Indices: [1, 1], Sample Indices: [853, 580]
Batch 72336 - Dataset Indices: [0, 0], Sample Indices: [29869, 58503]
Batch 72337 - Dataset Indices: [0, 0], Sample Indices: [23499, 15923]
Batch 72338 - Dataset Indices: [1, 1], Sample Indices: [2464, 7056]
Batch 72339 - Dataset Indices: [2, 2], Sample Indices: [4991, 5534]
Batch 72340 - Dataset Indices: [2, 2], Sample Indices: [8879, 4865]
Batch 72341 - Dataset Indices: [0, 0], Sample Indices: [46808, 72457]
Batch 72342 - Dataset Indices: [2, 2], Sample Indices: [2210, 576]
Batch 72343 - Dataset Indices: [1, 1], Sample Indices: [20443, 2898]
Batch 72344 - Dataset Indices: [0, 0], Sample Indices: [65971, 67880]
Batch 72345 - Dataset Indices: [0, 0], Sample Indices: [69048, 36273]
Batch 72346 - Dataset Indices: [1, 1], Sample Indices: [15079, 6136]
Batch 72347 - Dataset Indices: [0, 0], Sample Indices: [72189, 4515]
Batch 72348 - Dataset Indices: [1, 1], Sample Indices: [3495, 11367]
Batch 72349 - Dataset Indices: [0, 0], Sample Indices: [41697, 59040]
Batch 72350 - Dataset Indices: [0, 0], Sample Indices: [4954, 50828]
